Column1,Customer Name,Date,Reviews,คอลัมน์1,หัวข้อ
675,-, - 7/12/2021 23:14:04,-,neu,ไม่สามารถระบุได้
678,-, - 7/12/2021 20:03:52,-,neu,ไม่สามารถระบุได้
688,-, - 7/11/2021 23:55:04,-,neu,ไม่สามารถระบุได้
700,-, - 7/9/2021 18:48:28,-,neu,ไม่สามารถระบุได้
703,Nan, - 7/9/2021 15:55:59,-,neu,ไม่สามารถระบุได้
704,ก, - 7/9/2021 15:52:28,พ,neu,ไม่สามารถระบุได้
706,สุวรรณณี, - 7/9/2021 14:19:56,-,neu,ไม่สามารถระบุได้
707,หวานใจ, - 7/9/2021 14:08:12,-,neu,ไม่สามารถระบุได้
713,-, - 7/9/2021 8:33:46,-,neu,ไม่สามารถระบุได้
718,No., - 7/8/2021 15:58:03,No.,neu,ไม่สามารถระบุได้
10,พระสมชาย, - 6/26/2022 15:10:23,8.43ลงมาได้ว่า ผู้รับไม่อยู่ณจุดรับของ มาจริงเปล่า สายซักสายก็ไม่มี,neu,ระบบ
20,ถถถถถถถถถ, - 1/3/2022 16:38:21,ส่งพัสดุ?เอกสารตั่งแต่วันที่16ธันวาคม?ปลายทางมาเลเซีย?ถึงตอนนี้วันที่3มกราพัสดุก็ยังไม่ถึงตรวจสอบก็ไม่ได้ว่าอยู่ไหน,neu,ระบบ
23,จุ๋ม, - 12/17/2021 11:13:44,ทำไมเช็คพัสดุลงทะเบียนไม่ได้,neu,ระบบ
85,ศุภิสรา กตัญญู, - 9/3/2021 9:49:36,น่าจะมีบอกด้วยนะคะว่าจะได้พัสดุวันไหน,neu,ระบบ
86,ชุติมา 0867996575, - 9/3/2021 9:41:09,เช็คพัสดุตัวนี้แล้วไม่ขึ้นคะ0F137759260TH,neu,ระบบ
128,อัสมันทร์, - 8/29/2021 0:34:34,เช็คไม่ได้,neu,ระบบ
148,แล้วไง, - 8/27/2021 14:43:52,เช็คไม่ได้,neu,ระบบ
254,ฝ, - 8/16/2021 20:35:47,ยังไม่ไดเช็คเลย,neu,ระบบ
345,Nunidd, - 8/9/2021 7:29:31,ส่งด่วนแต่7 วันแล้วของยังไม่ถึงอีก คือไร,neu,ระบบ
346,อุ๊, - 8/7/2021 6:55:46,ตรวจสอบต้าทางธรรมดาได้จะดีมาก,neu,ระบบ
367,อุไรรัตน์ มะโนสร, - 8/5/2021 13:15:28,ไปส่งไปรษณีย์3วันแล้วของยังไม่ออกจากต้นทางเลย ช่วยทำงานกันให้ไวๆหน่อยเถอะ,neu,ระบบ
376,วิลุดา ทองล่อง, - 8/4/2021 19:12:18,ส่งพร้อมกันสองกล่องของถึงไปกล่องเดียวจะเช็คสถานะต้องมาทำแบบทดสอบอยู่,neu,ระบบ
385,จีราภรณ์, - 8/4/2021 13:08:15,ทำไมไม่แจ้งสาขาและจังหวัดด้วย,neu,ระบบ
386,สายน้ำ, - 8/4/2021 12:13:59,อยากให้ส่งได้ทุกจังหวัด,neu,ระบบ
411,วิรัญชนา ทับพุ่ม, - 8/2/2021 14:16:33,เช็คเลขไม่ได้ค่ะ,neu,ระบบ
421,., - 8/1/2021 12:50:44,ไม่มี,neu,ระบบ
487,สุวรรณี ศาลา, - 7/27/2021 8:42:39,เขียนจ่าหน้าซองไป รหัสไปรษณีย์  32120 แต่พนักงานใส่เป็น 73220,neu,ระบบ
502,ณัฐกานต์ , - 7/25/2021 17:40:06,ควรส่งของลงทะเบียนให้เร็วกว่านี้,neu,ระบบ
531,นวลขจร ผาตินันทิพงศ์, - 7/22/2021 13:02:44,น่าจะมีการโทรติดต่อผู้รับ ทั้งที่มีการระบุเบอร์ติดต่อไว้ให้,neu,ระบบ
532,พัชรินทร์, - 7/22/2021 13:00:12,check หาจากเลขที่ ส่งข้อความมาไม่เจอค่ะ จะให้คะแนนยังไงดีคะ,neu,ระบบ
554,เอ, - 7/19/2021 21:13:27,ต้องตอบคำถามก่อนหาพัสดุ,neu,ระบบ
556,นิว, - 7/19/2021 19:47:30,อยากเช็คของครับ,neu,ระบบ
603,Kunyaput, - 7/16/2021 10:12:48,แจ้งหน่อยค่ะส่ามาถึงรึยัง,neu,ระบบ
619,แอน, - 7/15/2021 16:01:30,เช็คยากจังค่ะ,neu,ระบบ
652,คุผณ แพท, - 7/14/2021 11:29:12,เช็คของยาก,neu,ระบบ
656,Gift, - 7/14/2021 7:30:21,ไม่มี,neu,ระบบ
668,ภูมิรพี, - 7/13/2021 11:58:57,เว็บเช็คพัสดุ ไม่เสถียร,neu,ระบบ
671,wanpa, - 7/13/2021 10:02:03,เว็บเช็คแทร็กช้ามาก,neu,ระบบ
673,พรไพลิน, - 7/13/2021 8:05:09,เช้คพัสดุไม่เคยได่เรยสักครั้งทำไมไม่ปรับปรุงคะ,neu,ระบบ
712,ณัฐกานต์, - 7/9/2021 10:37:32,เวปช้ากว่าจะโหลด,neu,ระบบ
142,ฆนพงษ์, - 8/27/2021 19:12:47,ถ้าเร็วจะดี,neu,ระยะเวลาขนส่ง
200,พรวลัย, - 8/23/2021 22:38:22,ส่งให้เร็วกว่านี้คะ,neu,ระยะเวลาขนส่ง
205,...., - 8/22/2021 14:23:24,รอทุกวัน,neu,ระยะเวลาขนส่ง
213,จีรนุช, - 8/21/2021 14:53:35,จะดีมากๆ ถ้ารับส่งให้ไวขึ้นค่ะ,neu,ระยะเวลาขนส่ง
279,กรกมล กนกกันฑพงษ์, - 8/13/2021 8:50:23,ช้านิดหน่อย แต่ก็ยังพอรับได้ค่ะ,neu,ระยะเวลาขนส่ง
304,สมปอง, - 8/11/2021 12:53:39,ของมาไวไว,neu,ระยะเวลาขนส่ง
453,ฟ้า, - 7/30/2021 10:40:51,ยังโหลดช้าไป,neu,ระยะเวลาขนส่ง
476,ประไพจิตร โภชน์พันธุ์, - 7/27/2021 15:32:53,ส่งจาก กทม.ไปยังผู้รับใน กทม.ควรได้รับภายใน3 วัน,neu,ระยะเวลาขนส่ง
518,กฤติยา, - 7/23/2021 14:22:00,ช้า,neu,ระยะเวลาขนส่ง
573,บุบผา, - 7/17/2021 15:32:23,เร็วบ้างช้าบ้างเข้าใจนะค่ะเพราะแต่ละท้องที่ไม่เหมือนกัน,neu,ระยะเวลาขนส่ง
655,นายพัฒนา พัฒนวัชรกุล, - 7/14/2021 9:23:56,การค้นหาทางโทรมือถือยังมีความล่าช้า,neu,ระยะเวลาขนส่ง
701,บ., - 7/9/2021 16:49:35,อาจจะมีค้างบ้างครับ,neu,ระยะเวลาขนส่ง
390,วรรณี ชูภู่, - 8/4/2021 6:24:40,อยากให้ลดค่าขนส่งลงบ้างค่ะ ช่วงวิกฤตค่าขนส่งแพง,neu,ราคาค่าขนส่ง
446,แอน, - 7/30/2021 17:35:38,คิดค่ากล่องก็พอ ค่าแพ็คของไม่ต้องคิด,neu,ราคาค่าขนส่ง
25,ธนาตย์ พลอุทัย, - 10/20/2021 15:17:14,ดีครับ,pos,การบริการ
31,mew, - 9/10/2021 14:02:32,ดีแล้ว,pos,การบริการ
40,นา, - 9/7/2021 9:29:00,ดี,pos,การบริการ
45,กมลทิพย์ , - 9/6/2021 15:40:46,ขนส่งดี,pos,การบริการ
51,วันงาม, - 9/6/2021 10:37:23,ดี,pos,การบริการ
56,เย็น, - 9/5/2021 14:31:12,ดี,pos,การบริการ
59,อ้อ, - 9/5/2021 10:47:34,ดี,pos,การบริการ
63,กำพล, - 9/4/2021 19:52:07,ดี,pos,การบริการ
65,แป๋ว, - 9/4/2021 18:42:16,ดี,pos,การบริการ
67,แจม, - 9/4/2021 16:18:19,ดี,pos,การบริการ
70,ชนาพร วิถีธรรมศักดิ์, - 9/4/2021 11:16:21,Good,pos,การบริการ
71,ชัยชนะ  จิราสาย, - 9/4/2021 11:06:37,ดีมาก,pos,การบริการ
75,ศรายุทธ, - 9/4/2021 9:13:34,ดี,pos,การบริการ
76,บวรรัตน์, - 9/3/2021 22:07:57,ดีค่ะ,pos,การบริการ
81,หน่อย, - 9/3/2021 14:28:04,ดีค่ะ,pos,การบริการ
100,เพชรชิตา เพ็ชรพิรุณ, - 9/1/2021 22:07:01,บริการดี,pos,การบริการ
103,นูรีฮัน, - 9/1/2021 14:54:11,ดีค่ะ,pos,การบริการ
104,นลินี, - 9/1/2021 14:43:36,ดีค่ะ,pos,การบริการ
105,สุวภัทร, - 9/1/2021 10:38:51,ดี,pos,การบริการ
116,เบล, - 8/30/2021 12:06:22,ดี,pos,การบริการ
120,ณธษา ทองอุ่น, - 8/30/2021 9:08:21,ดี,pos,การบริการ
123,ทวีศักดิ์ , - 8/29/2021 22:16:57,สุดยอดมากคับ,pos,การบริการ
125,ภูเบศ กันไพร, - 8/29/2021 18:00:51,ดี,pos,การบริการ
127,อัษฎาวุธ ประวัติวงษ์, - 8/29/2021 12:00:59,ดี,pos,การบริการ
138,ประทีป ทองจันทร์, - 8/28/2021 9:50:26,บริการดี,pos,การบริการ
151,เจมส์จุฬา, - 8/27/2021 14:09:27,ดี,pos,การบริการ
156,ดี, - 8/27/2021 11:58:28,ดี,pos,การบริการ
159,กรีน กวินทร, - 8/27/2021 10:29:32,ดี มาการโทรแจ้ง,pos,การบริการ
164,พี, - 8/26/2021 16:45:17,D,pos,การบริการ
171,หมิว, - 8/26/2021 13:10:08,ดี,pos,การบริการ
173,วาสนา เอี่ยมสะอาด, - 8/26/2021 12:57:35,ดีมาก,pos,การบริการ
180,ปัง, - 8/26/2021 8:30:55,ส่งดี,pos,การบริการ
186,บาส, - 8/25/2021 11:32:36,ดีเยี่ยม,pos,การบริการ
187,อารยา, - 8/25/2021 11:21:50,ดี,pos,การบริการ
189,D, - 8/25/2021 10:16:14,D,pos,การบริการ
190,ดี, - 8/25/2021 9:35:23,ดี,pos,การบริการ
198,โอเว่น , - 8/24/2021 8:48:36,เยี่ยม,pos,การบริการ
199,onjisa, - 8/24/2021 8:31:13,ดี,pos,การบริการ
208,นิชาภา, - 8/22/2021 13:01:30,ดีค่ะ,pos,การบริการ
211,สิรินดา  สมานสุข, - 8/22/2021 9:24:52,ดี,pos,การบริการ
219,Sirichai, - 8/21/2021 7:30:16,D,pos,การบริการ
220,ศุภรัตน์ กาศวิเศษ, - 8/20/2021 20:18:24,ส่งตรงทุกบ้าน,pos,การบริการ
223,นก, - 8/19/2021 23:08:29,ดี,pos,การบริการ
224,ศรชัย, - 8/19/2021 19:44:47,ดี,pos,การบริการ
227,Phak, - 8/19/2021 11:36:08,D,pos,การบริการ
236,วิรนันท์, - 8/18/2021 16:18:42,ดีค่ะ,pos,การบริการ
241,หัสดีนา แก้วศรี, - 8/18/2021 11:18:30,ส่งเร็ว,pos,การบริการ
242,Kik, - 8/18/2021 10:15:54,D,pos,การบริการ
245,ดี, - 8/18/2021 8:50:42,ดี,pos,การบริการ
249,อลิษา, - 8/17/2021 14:04:44,ดี,pos,การบริการ
255,แหวน, - 8/16/2021 19:41:21,ดี,pos,การบริการ
256,เต้ย, - 8/16/2021 18:51:34,ดี,pos,การบริการ
258,จิราภรณ์ ดีใจวงษ์, - 8/16/2021 16:39:06,ดีมากคะ,pos,การบริการ
261,วรภัทร ชูไชยศรี, - 8/15/2021 17:11:38,ดีมากคับการบริการ,pos,การบริการ
262,น.สณัฐณิชา วิริยะประภากร, - 8/15/2021 10:01:21,ดี,pos,การบริการ
263,แพท, - 8/14/2021 18:59:45,ดี,pos,การบริการ
267,บิวกิ้น, - 8/14/2021 11:09:43,ดี,pos,การบริการ
268,อิสราภรณ์, - 8/14/2021 9:09:23,ดี,pos,การบริการ
269,ข้าวหอม, - 8/13/2021 21:43:15,ดีมากคะ,pos,การบริการ
271,โสภิตา , - 8/13/2021 18:26:22,ดี,pos,การบริการ
272,Doungkamol, - 8/13/2021 18:19:24,บริการดี,pos,การบริการ
273,คาเลน, - 8/13/2021 17:34:03,ดี,pos,การบริการ
276,Will, - 8/13/2021 12:25:55,D,pos,การบริการ
277,สั้น, - 8/13/2021 10:10:57,ดีมาก,pos,การบริการ
280,Nuchsara0708@gmail.com?, - 8/13/2021 8:06:46,ดี,pos,การบริการ
282,นันทกร ตันยง, - 8/12/2021 22:02:51,เยียมมาก,pos,การบริการ
283,ทศพล, - 8/12/2021 19:44:38,ดี,pos,การบริการ
285,นฤมล ผลสมบัติ, - 8/12/2021 16:02:57,สะดวก,pos,การบริการ
286,นฤมล ผลสมบัติ, - 8/12/2021 16:01:42,สะดวก,pos,การบริการ
287,ดีเยียม, - 8/12/2021 15:20:34,ดี,pos,การบริการ
288,ดา, - 8/12/2021 14:54:48,ดีค่ะ,pos,การบริการ
289,นฤพนธ์, - 8/12/2021 14:23:20,D,pos,การบริการ
290,เกมส, - 8/12/2021 14:08:00,ดี,pos,การบริการ
302,กาน, - 8/11/2021 13:37:46,ดี,pos,การบริการ
305,ก, - 8/11/2021 12:48:45,ดี,pos,การบริการ
308, นวล, - 8/11/2021 8:39:19,ดี,pos,การบริการ
313,ใหม่, - 8/10/2021 21:39:54,ดี,pos,การบริการ
314,อังคณา, - 8/10/2021 21:21:05,ดี,pos,การบริการ
315,ป๊อบ, - 8/10/2021 20:38:46,ดี สะดวก ไม่ต้องโหลดเเอพ,pos,การบริการ
324,สุมามาลย์ หวังพิทักษ์, - 8/10/2021 11:40:25,ดีคะ,pos,การบริการ
330,มาย, - 8/9/2021 21:15:50,ดี,pos,การบริการ
331,พลอยไพลิน, - 8/9/2021 20:03:34,D,pos,การบริการ
332,ผม, - 8/9/2021 17:50:59,ดี,pos,การบริการ
336,นันทิ?ภาคย์?ศรี?กังวาน?ใจ?, - 8/9/2021 13:24:47,หน้าจะมีขอความส่งกลับมาที่หมายเลขโทรศัพท์มือถือ?ของผู้ส่งเมื่อพัสดุไปรษณีย์?ถึงผู้รับด้วยจะน่ารักมากที่สุด,pos,การบริการ
339,หวาน, - 8/9/2021 12:36:55,ดี,pos,การบริการ
343,Oil, - 8/9/2021 9:26:28,ดี,pos,การบริการ
351,อภิวัฒน์, - 8/6/2021 12:49:21,Ok,pos,การบริการ
356,ธีรวัฒน์, - 8/6/2021 0:02:25,ดี,pos,การบริการ
358,ดี, - 8/5/2021 22:48:49,ดี,pos,การบริการ
361,ณัฎฐรินี, - 8/5/2021 19:12:47,ดีค่ะ,pos,การบริการ
365,66ม.8ต.นาชา.อ.หลังสวน จ.ชุมพร, - 8/5/2021 14:25:02,บริการดีมากค่ะ,pos,การบริการ
369,วายุ สมจิตต์, - 8/5/2021 11:43:36,ส่งของดีมากคะ,pos,การบริการ
372,อั้ม, - 8/5/2021 9:04:22,ดีคะ,pos,การบริการ
375,พัชราภา, - 8/4/2021 21:17:30,ไปรษณีย์หนองเสือบริการดีมากๆค่ะ,pos,การบริการ
380,สุชาวลี, - 8/4/2021 15:05:35,ดีค่ะ,pos,การบริการ
388,ดีเยี่ยม, - 8/4/2021 9:30:37,ดี,pos,การบริการ
389,อรัญญา, - 8/4/2021 8:57:44,การขนส่งดีค่ะ,pos,การบริการ
395,เจน, - 8/3/2021 16:21:33,บริการดีมากคะ,pos,การบริการ
401,ไพลิน ตรีคลี, - 8/3/2021 10:52:48,ดีเยี่ยม,pos,การบริการ
402,ปุณณวิช, - 8/3/2021 10:42:00,ดี,pos,การบริการ
405,เล็ก, - 8/2/2021 20:22:52,ดี,pos,การบริการ
407,รุ่งนภา  หีดคีรี, - 8/2/2021 18:57:03,ดีค่ะ,pos,การบริการ
408,สาวิณี, - 8/2/2021 16:05:28,บริการดีคะ,pos,การบริการ
413,ดร, - 8/2/2021 12:35:21,ดี,pos,การบริการ
415,อู่ประกิต, - 8/2/2021 11:08:20,ดี,pos,การบริการ
416,สกลรัตน์ สวยสะอาก, - 8/2/2021 10:37:22,ดี,pos,การบริการ
418,สุรเชษฐ์, - 8/2/2021 9:49:23,ดี,pos,การบริการ
420,กันย์, - 8/1/2021 18:55:34,เยี่ยมค่ะ,pos,การบริการ
422,ศรัญญา, - 8/1/2021 11:28:08,ดีค่ะ,pos,การบริการ
423,มานะ, - 8/1/2021 10:40:34,ดี,pos,การบริการ
425,ดี, - 8/1/2021 8:30:04,บริการดี,pos,การบริการ
432,อนุชา, - 7/31/2021 14:48:53,ดีมาก,pos,การบริการ
434,นก, - 7/31/2021 12:47:32,ดี,pos,การบริการ
435,ธณัฐสินิภา ทาสุวรรณอินทร์ , - 7/31/2021 9:52:09,บริการดีค่ะ,pos,การบริการ
437,ชญานิศ, - 7/31/2021 8:25:19,ดี,pos,การบริการ
440,ไม่ทราบ, - 7/30/2021 21:52:26,ดี,pos,การบริการ
449,สุ, - 7/30/2021 15:01:24,บริการดี,pos,การบริการ
455,ดี, - 7/30/2021 10:18:48,ดี,pos,การบริการ
456,รสิตา, - 7/29/2021 20:22:11,ดี,pos,การบริการ
459,ปิยะพร?, - 7/29/2021 15:35:05,ดีค่ะ,pos,การบริการ
461,ปอน, - 7/29/2021 14:52:49,ดีเยี่ยม,pos,การบริการ
462,นันทิชา, - 7/29/2021 14:39:23,บริการดี,pos,การบริการ
464,อาม, - 7/29/2021 13:35:32,ดี,pos,การบริการ
470,รัชชุภร, - 7/28/2021 14:09:14,ดี,pos,การบริการ
472,เช็ก, - 7/28/2021 9:17:17,ดี,pos,การบริการ
477,ดี, - 7/27/2021 15:31:52,ดีมาก,pos,การบริการ
478,ภัทรานิษฐ์, - 7/27/2021 15:04:46,ดี,pos,การบริการ
479,ผึ้ง, - 7/27/2021 12:57:44,ดี,pos,การบริการ
480,luck, - 7/27/2021 12:51:18,d,pos,การบริการ
481,ปิยะรัตน์ สัจจา, - 7/27/2021 12:22:22,บริการดีค่ะ,pos,การบริการ
482,ผึ้ง, - 7/27/2021 12:14:46,ดีคะ,pos,การบริการ
486,เดีย, - 7/27/2021 10:22:45,ดีมาก,pos,การบริการ
489,First, - 7/26/2021 20:42:45,Good,pos,การบริการ
495,อมิตา, - 7/26/2021 11:15:54,บริการดี,pos,การบริการ
517,อาทิตยา ยอดแก้ว, - 7/23/2021 15:23:34,ดีอยู่,pos,การบริการ
523,นน, - 7/23/2021 9:15:53,??,pos,การบริการ
525,Nam, - 7/23/2021 6:50:49,??good,pos,การบริการ
527,นาย เป้, - 7/22/2021 16:33:17,ดีครับ,pos,การบริการ
529,เม, - 7/22/2021 14:46:31,ดี,pos,การบริการ
530,ประเมือง น้อยแล, - 7/22/2021 13:58:13,เร็ว ไว ดี,pos,การบริการ
536,Twvhsj, - 7/21/2021 21:19:40,Ok,pos,การบริการ
539,กอ, - 7/21/2021 20:41:57,ดี,pos,การบริการ
540,จตุรภัทร, - 7/21/2021 19:37:44,บริการดี,pos,การบริการ
541,กล้วย, - 7/21/2021 16:16:49,ดี,pos,การบริการ
548,อมรรัตน์, - 7/20/2021 14:05:02,ดีค่ะ,pos,การบริการ
549,โอ๋, - 7/20/2021 13:47:37,ดี,pos,การบริการ
551,ting, - 7/20/2021 11:08:14,ดี,pos,การบริการ
552,Cool, - 7/20/2021 9:55:40,Good,pos,การบริการ
553,อมรรัตน์, - 7/20/2021 9:25:51,ส่งเร็วมาก,pos,การบริการ
555,ดี, - 7/19/2021 19:51:00,ดี,pos,การบริการ
557,ดรีม, - 7/19/2021 18:34:54,ดีคะ,pos,การบริการ
558,เม, - 7/19/2021 15:56:23,ดี,pos,การบริการ
559,กานต์, - 7/19/2021 15:28:10,ดีมาก,pos,การบริการ
560,ซาลีฮา  ประศรี, - 7/19/2021 11:14:31,ดีค่ะ,pos,การบริการ
561,Harnsuek Thaewmor, - 7/19/2021 10:07:31,oK,pos,การบริการ
565,แซม, - 7/18/2021 12:51:57,ดีคับ,pos,การบริการ
567,บี, - 7/18/2021 10:17:02,บริการดี,pos,การบริการ
572,ไนท์, - 7/17/2021 16:17:15,ดี,pos,การบริการ
578,ศิรัฐชนากร, - 7/17/2021 10:28:48,บริการดี,pos,การบริการ
579,จันทร์ทิพย์, - 7/17/2021 9:28:39,บริการดี,pos,การบริการ
584,พรเทพ ปานอ่อน, - 7/16/2021 16:53:38,เยี่ยมยอด,pos,การบริการ
586,จุไรรัตน์ นิยมเดชา, - 7/16/2021 14:48:28,ประทับใจค่ะ,pos,การบริการ
589,ตูน, - 7/16/2021 14:01:31,บริการดีมาก,pos,การบริการ
590,สรัล, - 7/16/2021 13:51:44,ดีเยี่ยม,pos,การบริการ
591,APIWAT, - 7/16/2021 13:49:27,ดีแล้วครับ,pos,การบริการ
592,พัชรนันท์, - 7/16/2021 13:26:31,บริการที่ดี,pos,การบริการ
595,Yaminda, - 7/16/2021 12:31:46,ดีค่ะ,pos,การบริการ
605,แคท, - 7/16/2021 9:18:22,ส่งดีคะ,pos,การบริการ
609,เเก้วตา, - 7/15/2021 22:34:42,ดีมาก,pos,การบริการ
611,ญยรญา ศิโรทศ, - 7/15/2021 21:33:59,ดีแลค่ะ,pos,การบริการ
620,Teerawat, - 7/15/2021 15:43:52,ดี,pos,การบริการ
621,Daroonporn, - 7/15/2021 15:33:31,บริการดี  รวดเร็ว,pos,การบริการ
623,นิพนธ์?เพ็ชร?รัตน์?, - 7/15/2021 14:58:06,ดี,pos,การบริการ
626,ปุณย์จรีย์  ศิริสำราญ, - 7/15/2021 14:02:10,ดีมาก,pos,การบริการ
629,วอานนทื, - 7/15/2021 11:01:44,ดีคะ,pos,การบริการ
635,กาย, - 7/14/2021 23:42:42,ดีมาก,pos,การบริการ
639,แทม, - 7/14/2021 19:38:56,พอใจ,pos,การบริการ
657,นริศรา รุ่งศิริกุล, - 7/14/2021 5:45:01,ก็ดี,pos,การบริการ
661,ลอนสัน, - 7/13/2021 21:01:12,ใช้ได้,pos,การบริการ
665,j, - 7/13/2021 17:44:58,บริการดีค่ะ,pos,การบริการ
669,โอ, - 7/13/2021 11:34:53,ดี,pos,การบริการ
670,ภิญญาพัชญ์ สุดนิยาย, - 7/13/2021 11:05:53,ดีค่ะ,pos,การบริการ
680,นรเศรษฐ์, - 7/12/2021 18:18:47,ดี,pos,การบริการ
685,นาย, - 7/12/2021 12:13:59,ดี,pos,การบริการ
690,มนัชยา, - 7/11/2021 19:28:25,ดีมาก,pos,การบริการ
696,ศิริวัฒนา, - 7/10/2021 13:02:58,ดี,pos,การบริการ
699,เนม, - 7/9/2021 21:09:23,Good,pos,การบริการ
714,นายสุทัศชา ราชณรินทร์, - 7/9/2021 8:33:01,บริการดีเยี่ยมครับ,pos,การบริการ
716,TP, - 7/8/2021 19:19:00,D????????????????????????????????????????????????????,pos,การบริการ
717,Bom, - 7/8/2021 16:29:31,Dd,pos,การบริการ
34,Rita, - 9/7/2021 18:23:40,ไปรษณีย์ดีค่ะ ของไม่ค่อยยับเยิน,pos,ความปลอดภัยพัสดุ
458,สุวรรณ วงษ์ล้อ, - 7/29/2021 16:25:21,ส่งรวดเร็ว สินค้าปลอดภัยดี,pos,ความปลอดภัยพัสดุ
709,ก, - 7/9/2021 11:35:31,เรียบร้อย ไม่มีรอยแกะ,pos,ความปลอดภัยพัสดุ
152,เกรียงไกร เชิงวิวัฒน์กิจ, - 8/27/2021 13:34:59,เจ้าหน้าที่ไปรษณีย์บริการดี ของถึงเร็ว,pos,พนักงาน
297,วรวรรณ, - 8/11/2021 22:42:00,พนักงานบริการดี ส่งไว,pos,พนักงาน
309,ดนิตา, - 8/11/2021 6:00:23,เจ้าหน้าที่สุภาพ,pos,พนักงาน
363,สาวิตรี ศรีทอง, - 8/5/2021 17:09:44,พนักงานดูแลดีมากค่ะ,pos,พนักงาน
430,จรูญวิทย์, - 7/31/2021 19:43:55,สะดวกประหยัดเวลาได้เยอะ,pos,ระบบ
485,กฤษดา, - 7/27/2021 10:25:29,ตรวจสอบไว,pos,ระบบ
710,ทัศนีย์, - 7/9/2021 11:32:50,ได้รับข้อมูลเร็วดี,pos,ระบบ
35,วันเพ็ญ, - 9/7/2021 15:36:20,ไว,pos,ระยะเวลาขนส่ง
41,นพอนันต์, - 9/7/2021 8:13:57,เร็วดีครับ,pos,ระยะเวลาขนส่ง
140,ศาสตร์  ธรรมธนศาสตร์, - 8/27/2021 22:01:20,ส่งไว ทันใจ,pos,ระยะเวลาขนส่ง
145,ศิริพร เนื่องจำนงค์, - 8/27/2021 17:11:42,ดีค่ะขอบส่งเร็วทันใจค่ะ,pos,ระยะเวลาขนส่ง
146,วรรษมล แสนทวีสุข, - 8/27/2021 16:52:01,การขนส่งรวดเร็ว ทันใจ,pos,ระยะเวลาขนส่ง
162,รัตนกรานต์ สีมา, - 8/27/2021 8:17:09,ส่งของเร็วมาก,pos,ระยะเวลาขนส่ง
172,ธัญญพงศ์ ปิยะรัตน์, - 8/26/2021 13:06:36,นำส่งเร็ว,pos,ระยะเวลาขนส่ง
183,ซารีฟ๊ะ บือแน, - 8/25/2021 14:48:42,ส่งเร็ว,pos,ระยะเวลาขนส่ง
197,ขวัญใจ กลมกลาง, - 8/24/2021 13:53:17,รวดเร็วดีคะ,pos,ระยะเวลาขนส่ง
248,naat, - 8/17/2021 14:44:48,รวดเร็วดี,pos,ระยะเวลาขนส่ง
278,Gunyawree, - 8/13/2021 9:56:24,รวดเร็ว,pos,ระยะเวลาขนส่ง
291,กบ, - 8/12/2021 11:35:38,ส่งรวดเร็ว,pos,ระยะเวลาขนส่ง
403,ปุณณวิช, - 8/3/2021 10:38:59,เร็ว,pos,ระยะเวลาขนส่ง
410,กนกกร, - 8/2/2021 15:29:48,ส่งไว ตรวจสอบง่าย,pos,ระยะเวลาขนส่ง
511,ดรีม, - 7/24/2021 11:41:52,มาส่งไว,pos,ระยะเวลาขนส่ง
533,พลอยนิสา, - 7/22/2021 12:28:37,ดี,pos,ระยะเวลาขนส่ง
550,ธัญชนก, - 7/20/2021 11:17:08,รวดเร็วมากค่ะ,pos,ระยะเวลาขนส่ง
593,นางสาวนพมาส ต่วนเครือ, - 7/16/2021 13:23:00,ถือว่าส่งเร็วดีค่ะ ส่งแบบธรรมดา2วันถึง,pos,ระยะเวลาขนส่ง
616,สมพร, - 7/15/2021 16:41:30,ชอบๆเร็วดี,pos,ระยะเวลาขนส่ง
638,เอลี่, - 7/14/2021 21:08:30,ไวดีค่ะ,pos,ระยะเวลาขนส่ง
666,สมัชญา นิยม, - 7/13/2021 16:39:50,ส่งไวค่ะ,pos,ระยะเวลาขนส่ง
698,พัชรภร จันทรประดิษ, - 7/10/2021 10:04:44,รวดเร็ว,pos,ระยะเวลาขนส่ง
715,คนอร์, - 7/9/2021 7:49:35,รวดเร็วดีค่ะ,pos,ระยะเวลาขนส่ง
628,พรรณนิภา ไพโรจน์, - 7/15/2021 11:27:32,ส่งได้รวดเร็วดีและราคาประหยัด,pos,ราคาค่าขนส่ง
